user_id,age,gender,weight,height,activity_level,goal,bmr,tdee,target_calories,calorie_category,nutrient_category,bmi
861,47,Perempuan,48.4,165.6,Sedang,Menurunkan berat badan,1122.8,1740.4,1240.4,Defisit,Rendah,17.649186678802305
862,27,Laki-laki,75.5,174.9,Rendah,Mempertahankan berat badan,1718.2,2362.5,2362.5,Maintenance,Tinggi,24.681260319954127
863,34,Laki-laki,70.0,168.6,Sedang,Mempertahankan berat badan,1588.8,2462.7,2462.7,Maintenance,Tinggi,24.625377647755784
864,61,Laki-laki,69.9,154.1,Rendah,Menaikkan berat badan,1361.8,1872.4,2372.4,Surplus,Tinggi,29.43553260416873
865,43,Perempuan,83.4,159.1,Rendah,Mempertahankan berat badan,1452.8,1997.6,1997.6,Maintenance,Sedang,32.947744639966885
866,49,Laki-laki,42.8,173.9,Sedang,Menurunkan berat badan,1275.0,1976.3,1476.3,Defisit,Rendah,14.152872851317785
867,20,Laki-laki,77.6,173.6,Sangat Tinggi,Mempertahankan berat badan,1766.0,3355.5,3355.5,Maintenance,Sangat Tinggi,25.749113381044403
868,24,Perempuan,69.4,164.4,Tinggi,Menurunkan berat badan,1440.4,2484.6,1984.6,Defisit,Sedang,25.67768365093742
869,42,Perempuan,58.1,155.7,Sedang,Mempertahankan berat badan,1183.0,1833.6,1833.6,Maintenance,Sedang,23.966184991723214
870,23,Perempuan,85.2,158.2,Rendah,Menurunkan berat badan,1565.1,2152.0,1652.0,Defisit,Sedang,34.04290684869766
871,31,Laki-laki,63.0,169.9,Rendah,Menurunkan berat badan,1541.6,2119.7,1619.7,Defisit,Sedang,21.82497684993527
872,21,Laki-laki,94.0,158.2,Tinggi,Menurunkan berat badan,1828.5,3154.2,2654.2,Defisit,Sangat Tinggi,37.55907563119226
873,43,Perempuan,87.2,164.8,Sedang,Mempertahankan berat badan,1525.6,2364.6,2364.6,Maintenance,Tinggi,32.107173154868505
874,38,Perempuan,52.5,159.3,Sangat Rendah,Menurunkan berat badan,1169.2,1403.1,1200.0,Defisit,Rendah,20.688440363501805
875,30,Laki-laki,54.9,167.5,Sedang,Menaikkan berat badan,1450.8,2248.8,2748.8,Surplus,Sangat Tinggi,19.567832479394074
876,63,Laki-laki,98.6,169.4,Tinggi,Mempertahankan berat badan,1735.0,2993.0,2993.0,Maintenance,Sangat Tinggi,34.359758519895905
877,36,Perempuan,60.3,165.1,Sedang,Menurunkan berat badan,1294.2,2006.1,1506.1,Defisit,Sedang,22.12193773499973
878,35,Perempuan,64.3,167.6,Rendah,Menurunkan berat badan,1354.9,1862.9,1362.9,Defisit,Rendah,22.89090401626785
879,49,Perempuan,43.8,162.7,Tinggi,Menurunkan berat badan,1048.6,1808.9,1308.9,Defisit,Rendah,16.546228007777486
880,24,Laki-laki,52.6,177.4,Tinggi,Mempertahankan berat badan,1520.2,2622.3,2622.3,Maintenance,Sangat Tinggi,16.713927467909894
881,54,Laki-laki,52.5,174.2,Rendah,Menurunkan berat badan,1348.4,1854.0,1354.0,Defisit,Rendah,17.30067317743175
882,38,Laki-laki,86.8,171.5,Sedang,Mempertahankan berat badan,1754.3,2719.2,2719.2,Maintenance,Sangat Tinggi,29.511513060034506
883,31,Laki-laki,75.0,171.4,Sedang,Menurunkan berat badan,1671.0,2590.0,2090.0,Defisit,Tinggi,25.529342404986593
884,58,Perempuan,52.7,162.5,Rendah,Mempertahankan berat badan,1091.9,1501.4,1501.4,Maintenance,Sedang,19.95739644970414
885,29,Laki-laki,52.7,172.8,Rendah,Mempertahankan berat badan,1467.3,2017.5,2017.5,Maintenance,Tinggi,17.649123371056238
886,21,Perempuan,64.3,161.3,Sedang,Mempertahankan berat badan,1385.1,2146.8,2146.8,Maintenance,Tinggi,24.713954236521374
887,25,Laki-laki,86.7,182.1,Sedang,Mempertahankan berat badan,1885.3,2922.3,2922.3,Maintenance,Sangat Tinggi,26.14563571439557
888,25,Perempuan,62.9,145.4,Rendah,Menaikkan berat badan,1252.1,1721.6,2221.6,Surplus,Tinggi,29.75238823224459
889,25,Perempuan,58.5,154.2,Sedang,Mempertahankan berat badan,1262.6,1957.1,1957.1,Maintenance,Sedang,24.60294629744584
890,38,Perempuan,40.0,165.3,Tinggi,Menaikkan berat badan,1081.9,1866.2,2366.2,Surplus,Tinggi,14.639096855558593
891,24,Laki-laki,87.7,163.1,Sangat Rendah,Mempertahankan berat badan,1782.0,2138.5,2138.5,Maintenance,Tinggi,32.96792938472521
892,61,Perempuan,79.7,162.5,Sedang,Menurunkan berat badan,1347.0,2087.8,1587.8,Defisit,Sedang,30.18224852071006
893,25,Laki-laki,105.9,173.0,Rendah,Mempertahankan berat badan,2020.0,2777.5,2777.5,Maintenance,Sangat Tinggi,35.383741521601124
894,35,Perempuan,56.6,171.4,Tinggi,Menurunkan berat badan,1301.4,2244.9,1744.9,Defisit,Sedang,19.26614373496322
895,27,Perempuan,55.0,167.8,Sangat Tinggi,Mempertahankan berat badan,1303.0,2475.7,2475.7,Maintenance,Tinggi,19.533441962947542
896,40,Perempuan,42.7,146.9,Rendah,Mempertahankan berat badan,983.8,1352.8,1352.8,Maintenance,Rendah,19.787197266308333
897,24,Perempuan,57.3,154.1,Sedang,Menaikkan berat badan,1255.1,1945.5,2445.5,Surplus,Tinggi,24.12955676994089
898,35,Perempuan,74.5,149.2,Tinggi,Menurunkan berat badan,1341.7,2314.4,1814.4,Defisit,Sedang,33.46714200490192
899,40,Perempuan,68.5,179.2,Rendah,Mempertahankan berat badan,1444.1,1985.6,1985.6,Maintenance,Sedang,21.331164301658166
900,59,Laki-laki,52.9,178.1,Rendah,Menurunkan berat badan,1351.5,1858.3,1358.3,Defisit,Rendah,16.677380333490863
901,33,Laki-laki,67.4,163.1,Rendah,Menurunkan berat badan,1533.6,2108.7,1608.7,Defisit,Sedang,25.336812320758032
902,22,Perempuan,40.6,162.1,Rendah,Menaikkan berat badan,1148.2,1578.8,2078.8,Surplus,Tinggi,15.45112136703606
903,29,Perempuan,76.4,148.6,Sangat Rendah,Mempertahankan berat badan,1387.0,1664.4,1664.4,Maintenance,Sedang,34.598378042528836
904,43,Perempuan,47.8,161.4,Sedang,Mempertahankan berat badan,1110.7,1721.5,1721.5,Maintenance,Sedang,18.34935639056643
905,49,Laki-laki,74.9,176.7,Tinggi,Mempertahankan berat badan,1613.9,2783.9,2783.9,Maintenance,Sangat Tinggi,23.9888107731219
906,63,Perempuan,59.0,168.5,Sedang,Mempertahankan berat badan,1167.0,1808.9,1808.9,Maintenance,Sedang,20.780318572849982
907,52,Laki-laki,54.3,173.0,Rendah,Menurunkan berat badan,1369.9,1883.6,1383.6,Defisit,Rendah,18.142938287279893
908,61,Perempuan,40.5,157.7,Sedang,Menaikkan berat badan,925.2,1434.1,1934.1,Surplus,Sedang,16.2851452534431
909,30,Laki-laki,67.9,173.1,Sangat Tinggi,Menaikkan berat badan,1616.5,3071.4,3571.4,Surplus,Sangat Tinggi,22.660820909096074
910,48,Laki-laki,47.3,162.8,Sangat Rendah,Mempertahankan berat badan,1255.7,1506.8,1506.8,Maintenance,Sedang,17.846470549173247
911,22,Perempuan,76.2,170.5,Rendah,Menaikkan berat badan,1556.4,2140.0,2640.0,Surplus,Sangat Tinggi,26.212364874743077
912,51,Laki-laki,60.6,146.9,Tinggi,Menurunkan berat badan,1273.7,2197.2,1697.2,Defisit,Sedang,28.082064504409484
913,55,Perempuan,45.0,163.9,Sedang,Menaikkan berat badan,1038.7,1610.0,2110.0,Surplus,Tinggi,16.751534905917797
914,27,Laki-laki,79.7,176.5,Sangat Rendah,Menurunkan berat badan,1770.5,2124.6,1624.6,Defisit,Sedang,25.584026835942833
915,27,Perempuan,58.4,157.4,Sedang,Menurunkan berat badan,1271.8,1971.3,1471.3,Defisit,Rendah,23.572377694072514
916,54,Laki-laki,84.8,173.2,Sedang,Mempertahankan berat badan,1664.8,2580.4,2580.4,Maintenance,Sangat Tinggi,28.268325075071072
917,51,Laki-laki,65.5,190.6,Rendah,Menurunkan berat badan,1596.4,2195.1,1695.1,Defisit,Sedang,18.02999089416643
918,45,Perempuan,49.4,150.0,Sedang,Menurunkan berat badan,1045.8,1621.0,1200.0,Defisit,Rendah,21.955555555555556
919,44,Perempuan,71.5,161.5,Rendah,Mempertahankan berat badan,1343.0,1846.6,1846.6,Maintenance,Sedang,27.413279145779217
920,55,Laki-laki,95.5,164.6,Sedang,Mempertahankan berat badan,1713.1,2655.3,2655.3,Maintenance,Sangat Tinggi,35.24874913077692
921,19,Laki-laki,86.1,180.2,Sangat Rendah,Menurunkan berat badan,1896.6,2276.0,1776.0,Defisit,Sedang,26.5151188530194
922,57,Perempuan,60.8,141.0,Tinggi,Mempertahankan berat badan,1043.3,1799.7,1799.7,Maintenance,Sedang,30.581962677933706
923,33,Laki-laki,75.7,172.5,Sedang,Mempertahankan berat badan,1675.3,2596.7,2596.7,Maintenance,Sangat Tinggi,25.44003360638521
924,61,Perempuan,50.8,159.8,Sedang,Mempertahankan berat badan,1040.6,1612.9,1612.9,Maintenance,Sedang,19.893452547850014
925,48,Perempuan,66.3,156.7,Sedang,Menurunkan berat badan,1241.3,1924.0,1424.0,Defisit,Rendah,27.00073182979032
926,45,Perempuan,40.0,160.8,Sedang,Menaikkan berat badan,1018.9,1579.3,2079.3,Surplus,Tinggi,15.469914111036854
927,47,Laki-laki,65.5,168.0,Rendah,Mempertahankan berat badan,1475.6,2028.9,2028.9,Maintenance,Tinggi,23.207199546485263
928,62,Perempuan,52.8,156.6,Rendah,Menaikkan berat badan,1036.0,1424.5,1924.5,Surplus,Sedang,21.530316153119696
929,22,Laki-laki,69.9,172.5,Rendah,Menaikkan berat badan,1671.5,2298.3,2798.3,Surplus,Sangat Tinggi,23.490863264020163
930,27,Perempuan,48.3,166.9,Rendah,Menurunkan berat badan,1230.3,1691.7,1200.0,Defisit,Rendah,17.33941565092274
931,26,Laki-laki,62.8,172.9,Sedang,Mempertahankan berat badan,1583.7,2454.7,2454.7,Maintenance,Tinggi,21.007271928096255
932,55,Laki-laki,67.6,177.5,Sedang,Mempertahankan berat badan,1515.3,2348.8,2348.8,Maintenance,Tinggi,21.45606030549494
933,27,Laki-laki,86.5,157.5,Tinggi,Menaikkan berat badan,1718.8,2965.0,3465.0,Surplus,Sangat Tinggi,34.87024439405392
934,40,Perempuan,40.0,157.4,Sangat Tinggi,Menurunkan berat badan,1022.8,1943.2,1443.2,Defisit,Rendah,16.14546417402227
935,35,Laki-laki,55.2,162.2,Sedang,Menaikkan berat badan,1396.2,2164.1,2664.1,Surplus,Sangat Tinggi,20.981540805295868
936,20,Perempuan,50.5,161.0,Rendah,Mempertahankan berat badan,1250.3,1719.1,1719.1,Maintenance,Sedang,19.48227306045291
937,55,Laki-laki,57.1,161.0,Sangat Rendah,Menurunkan berat badan,1307.7,1569.2,1200.0,Defisit,Rendah,22.028471123799235
938,40,Perempuan,69.6,147.0,Tinggi,Menurunkan berat badan,1253.4,2162.1,1662.1,Defisit,Sedang,32.20880188810218
939,19,Laki-laki,65.2,170.2,Rendah,Mempertahankan berat badan,1625.7,2235.3,2235.3,Maintenance,Tinggi,22.507563507921144
940,53,Laki-laki,74.9,155.6,Sedang,Mempertahankan berat badan,1461.0,2264.5,2264.5,Maintenance,Tinggi,30.935891251049096
941,62,Perempuan,90.1,159.7,Rendah,Mempertahankan berat badan,1428.6,1964.3,1964.3,Maintenance,Sedang,35.327667052617834
942,31,Laki-laki,74.1,170.1,Sedang,Menurunkan berat badan,1654.4,2564.3,2064.3,Defisit,Tinggi,25.610000134789477
943,41,Laki-laki,64.1,161.0,Rendah,Mempertahankan berat badan,1446.5,1988.9,1988.9,Maintenance,Sedang,24.728984221287753
944,32,Perempuan,77.4,159.5,Sedang,Menurunkan berat badan,1450.0,2247.5,1747.5,Defisit,Sedang,30.424229321645818
945,29,Perempuan,50.9,155.0,Sedang,Menurunkan berat badan,1171.3,1815.5,1315.5,Defisit,Rendah,21.186264308012483
946,49,Perempuan,60.7,150.6,Tinggi,Menurunkan berat badan,1141.7,1969.5,1469.5,Defisit,Rendah,26.763243616944354
947,45,Perempuan,70.3,162.5,Rendah,Mempertahankan berat badan,1332.4,1832.0,1832.0,Maintenance,Sedang,26.622485207100592
948,48,Perempuan,46.7,171.2,Rendah,Menurunkan berat badan,1135.8,1561.7,1200.0,Defisit,Rendah,15.93343305092148
949,26,Laki-laki,60.3,173.0,Sedang,Mempertahankan berat badan,1559.0,2416.5,2416.5,Maintenance,Tinggi,20.14768284941027
950,31,Perempuan,70.6,163.5,Rendah,Menaikkan berat badan,1411.4,1940.6,2440.6,Surplus,Tinggi,26.410047788719616
951,19,Laki-laki,61.8,163.9,Rendah,Menurunkan berat badan,1552.9,2135.2,1635.2,Defisit,Sedang,23.005441270793774
952,21,Laki-laki,46.4,160.2,Rendah,Mempertahankan berat badan,1365.4,1877.5,1877.5,Maintenance,Sedang,18.079772319556863
953,22,Perempuan,52.8,153.2,Sangat Tinggi,Mempertahankan berat badan,1214.9,2308.3,2308.3,Maintenance,Tinggi,22.49657438526407
954,27,Laki-laki,74.3,170.4,Rendah,Mempertahankan berat badan,1678.2,2307.6,2307.6,Maintenance,Tinggi,25.588783089774957
955,48,Laki-laki,58.3,171.6,Sedang,Menurunkan berat badan,1420.8,2202.2,1702.2,Defisit,Sedang,19.798577490885183
956,55,Laki-laki,57.6,175.5,Tinggi,Menurunkan berat badan,1403.0,2420.2,1920.2,Defisit,Sedang,18.701146906275113
957,54,Perempuan,64.7,158.8,Sedang,Menurunkan berat badan,1208.8,1873.7,1373.7,Defisit,Rendah,25.656847007467846
958,29,Laki-laki,88.1,157.8,Sedang,Menurunkan berat badan,1727.1,2677.1,2177.1,Defisit,Tinggi,35.3803325510304
959,56,Perempuan,51.1,155.2,Sedang,Mempertahankan berat badan,1039.8,1611.7,1611.7,Maintenance,Sedang,21.21472792007653
960,44,Laki-laki,50.4,157.2,Sangat Tinggi,Menaikkan berat badan,1271.5,2415.9,2915.9,Surplus,Sangat Tinggi,20.3950818716858
961,20,Perempuan,46.4,153.8,Sedang,Mempertahankan berat badan,1163.5,1803.4,1803.4,Maintenance,Sedang,19.615767695198024
962,21,Perempuan,55.1,167.0,Sedang,Menurunkan berat badan,1328.9,2059.8,1559.8,Defisit,Sedang,19.75689339883108
963,52,Laki-laki,44.2,162.7,Sedang,Mempertahankan berat badan,1203.5,1865.5,1865.5,Maintenance,Sedang,16.697335112871347
964,64,Laki-laki,61.1,177.2,Sedang,Mempertahankan berat badan,1403.2,2175.0,2175.0,Maintenance,Tinggi,19.45869787871531
965,37,Laki-laki,86.3,182.8,Tinggi,Menurunkan berat badan,1825.3,3148.6,2648.6,Defisit,Sangat Tinggi,25.826075298421348
966,57,Perempuan,40.1,163.5,Sedang,Menurunkan berat badan,976.7,1513.9,1200.0,Defisit,Rendah,15.000607879995139
967,28,Perempuan,62.0,166.7,Sedang,Mempertahankan berat badan,1361.2,2109.9,2109.9,Maintenance,Tinggi,22.31107467768594
968,25,Laki-laki,69.3,157.3,Rendah,Menurunkan berat badan,1556.3,2139.9,1639.9,Defisit,Sedang,28.00759316970378
969,49,Perempuan,46.2,154.1,Sedang,Menurunkan berat badan,1018.6,1578.8,1200.0,Defisit,Rendah,19.45524472550208
970,34,Laki-laki,76.1,175.7,Rendah,Mempertahankan berat badan,1693.9,2329.1,2329.1,Maintenance,Tinggi,24.651374176438406
971,19,Perempuan,55.1,162.0,Sedang,Menaikkan berat badan,1307.2,2026.2,2526.2,Surplus,Sangat Tinggi,20.995275110501446
972,54,Laki-laki,61.1,186.8,Sedang,Menurunkan berat badan,1512.9,2345.0,1845.0,Defisit,Sedang,17.510053235147115
973,55,Perempuan,58.5,154.4,Rendah,Mempertahankan berat badan,1113.8,1531.5,1531.5,Maintenance,Sedang,24.539249375822166
974,59,Laki-laki,84.9,175.2,Rendah,Menurunkan berat badan,1654.0,2274.2,1774.2,Defisit,Sedang,27.65919184337275
975,52,Perempuan,60.9,167.4,Sedang,Menurunkan berat badan,1234.6,1913.6,1413.6,Defisit,Rendah,21.73233471649473
976,45,Laki-laki,75.7,165.3,Sedang,Menurunkan berat badan,1570.4,2434.2,1934.2,Defisit,Sedang,27.704490799144637
977,62,Laki-laki,65.7,158.2,Tinggi,Menurunkan berat badan,1340.7,2312.7,1812.7,Defisit,Sedang,26.251396478397144
978,22,Laki-laki,76.9,145.6,Sedang,Menaikkan berat badan,1574.6,2440.7,2940.7,Surplus,Sangat Tinggi,36.27467999033933
979,56,Perempuan,77.5,158.7,Sedang,Mempertahankan berat badan,1326.1,2055.4,2055.4,Maintenance,Tinggi,30.771442037125052
980,55,Perempuan,40.0,152.6,Sangat Rendah,Menurunkan berat badan,918.0,1101.5,1200.0,Defisit,Rendah,17.177142719725715
981,64,Perempuan,60.5,167.3,Sedang,Menurunkan berat badan,1169.6,1812.9,1312.9,Defisit,Rendah,21.6154107517554
982,18,Laki-laki,77.9,182.0,Rendah,Menurunkan berat badan,1831.0,2517.6,2017.6,Defisit,Tinggi,23.51769110010868
983,61,Laki-laki,60.0,169.5,Sedang,Mempertahankan berat badan,1359.2,2106.8,2106.8,Maintenance,Tinggi,20.883911556634555
984,48,Perempuan,51.7,149.3,Tinggi,Menurunkan berat badan,1048.8,1809.1,1309.1,Defisit,Rendah,23.193747647539375
985,20,Perempuan,72.5,163.7,Sedang,Mempertahankan berat badan,1486.9,2304.7,2304.7,Maintenance,Tinggi,27.054570748448846
986,61,Perempuan,50.9,157.4,Sedang,Menurunkan berat badan,1026.2,1590.7,1200.0,Defisit,Rendah,20.545103161443336
987,54,Laki-laki,43.3,152.2,Sangat Rendah,Mempertahankan berat badan,1118.8,1342.6,1342.6,Maintenance,Rendah,18.69212133561035
988,55,Perempuan,54.4,149.4,Tinggi,Menaikkan berat badan,1041.9,1797.2,2297.2,Surplus,Tinggi,24.372366753941247
989,25,Laki-laki,49.6,171.8,Rendah,Menaikkan berat badan,1450.1,1993.9,2493.9,Surplus,Tinggi,16.80487775129052
990,38,Perempuan,61.4,172.6,Sedang,Mempertahankan berat badan,1341.6,2079.5,2079.5,Maintenance,Tinggi,20.61041745829915
991,46,Perempuan,80.9,165.5,Sedang,Mempertahankan berat badan,1451.9,2250.5,2250.5,Maintenance,Tinggi,29.53605753872272
992,53,Perempuan,55.2,151.3,Tinggi,Menurunkan berat badan,1071.8,1848.9,1348.9,Defisit,Rendah,24.113553870421974
993,46,Perempuan,48.1,160.5,Rendah,Menaikkan berat badan,1093.3,1503.2,2003.2,Surplus,Tinggi,18.672179035529545
994,26,Laki-laki,46.7,175.3,Sangat Rendah,Mempertahankan berat badan,1437.9,1725.5,1725.5,Maintenance,Sedang,15.196831509442374
995,60,Perempuan,78.7,163.6,Sedang,Menurunkan berat badan,1348.7,2090.4,1590.4,Defisit,Sedang,29.40411642685063
996,53,Laki-laki,82.8,173.3,Sangat Tinggi,Mempertahankan berat badan,1650.9,3136.7,3136.7,Maintenance,Sangat Tinggi,27.569774337401423
997,42,Perempuan,71.8,148.5,Rendah,Mempertahankan berat badan,1274.8,1752.9,1752.9,Maintenance,Sedang,32.559035926039286
998,35,Laki-laki,78.6,178.2,Sedang,Menaikkan berat badan,1729.7,2681.0,3181.0,Surplus,Sangat Tinggi,24.75182048694956
999,37,Laki-laki,69.3,167.3,Sangat Rendah,Menaikkan berat badan,1558.4,1870.1,2370.1,Surplus,Tinggi,24.759470497465276
1000,58,Laki-laki,79.8,175.5,Rendah,Mempertahankan berat badan,1610.4,2214.3,2214.3,Maintenance,Tinggi,25.908880609735313
1001,62,Perempuan,55.9,159.9,Tinggi,Menaikkan berat badan,1087.5,1876.0,2376.0,Surplus,Tinggi,21.863258032205085
1002,53,Perempuan,68.0,154.6,Rendah,Menaikkan berat badan,1220.3,1677.9,2177.9,Surplus,Tinggi,28.450501984004124
1003,32,Laki-laki,85.4,166.3,Sedang,Menaikkan berat badan,1738.3,2694.4,3194.4,Surplus,Sangat Tinggi,30.879721315938962
1004,22,Laki-laki,45.0,167.7,Tinggi,Menurunkan berat badan,1393.1,2403.1,1903.1,Defisit,Sedang,16.00097285914984
1005,32,Perempuan,59.4,163.4,Tinggi,Mempertahankan berat badan,1294.5,2233.0,2233.0,Maintenance,Tinggi,22.247557637653948
1006,18,Perempuan,52.9,153.5,Sangat Rendah,Menurunkan berat badan,1237.4,1484.8,1200.0,Defisit,Rendah,22.451166590626958
1007,42,Perempuan,76.3,157.5,Rendah,Menurunkan berat badan,1376.5,1892.7,1392.7,Defisit,Rendah,30.758377425044092
1008,60,Laki-laki,62.7,178.6,Sedang,Mempertahankan berat badan,1448.1,2244.5,2244.5,Maintenance,Tinggi,19.656429439374804
1009,38,Perempuan,72.4,170.3,Rendah,Menurunkan berat badan,1437.3,1976.2,1476.2,Defisit,Rendah,24.96371813203807
1010,38,Laki-laki,72.5,177.6,Tinggi,Menaikkan berat badan,1650.0,2846.2,3346.2,Surplus,Sangat Tinggi,22.985400941482023
1011,54,Perempuan,73.1,168.4,Sangat Tinggi,Menaikkan berat badan,1352.4,2569.5,3069.5,Surplus,Sangat Tinggi,25.777049328315677
1012,56,Perempuan,68.9,155.5,Rendah,Mempertahankan berat badan,1220.2,1677.8,1677.8,Maintenance,Sedang,28.494329049534233
1013,54,Perempuan,78.3,150.4,Sedang,Mempertahankan berat badan,1292.0,2002.7,2002.7,Maintenance,Tinggi,34.6151397691263
1014,52,Laki-laki,75.6,174.7,Rendah,Menurunkan berat badan,1592.2,2189.3,1689.3,Defisit,Sedang,24.77056915625085
1015,26,Perempuan,62.8,165.0,Sedang,Menurunkan berat badan,1368.5,2121.1,1621.1,Defisit,Sedang,23.067033976124886
1016,59,Laki-laki,52.5,178.4,Sedang,Menurunkan berat badan,1350.0,2092.5,1592.5,Defisit,Sedang,16.495656458002372
1017,56,Perempuan,58.0,161.3,Sangat Rendah,Mempertahankan berat badan,1147.2,1376.6,1376.6,Maintenance,Rendah,22.29252481676889
1018,37,Perempuan,58.2,154.8,Sedang,Menurunkan berat badan,1202.9,1864.4,1364.4,Defisit,Rendah,24.287402600004004
1019,25,Perempuan,67.5,169.0,Sangat Tinggi,Menurunkan berat badan,1444.9,2745.4,2245.4,Defisit,Tinggi,23.633626273589865
1020,59,Perempuan,61.9,172.1,Rendah,Mempertahankan berat badan,1238.9,1703.4,1703.4,Maintenance,Sedang,20.899163729585755
1021,43,Laki-laki,63.9,168.1,Rendah,Mempertahankan berat badan,1479.0,2033.6,2033.6,Maintenance,Tinggi,22.61337742293138
1022,21,Laki-laki,78.0,172.2,Rendah,Menurunkan berat badan,1756.5,2415.2,1915.2,Defisit,Sedang,26.30439445260555
1023,19,Laki-laki,76.1,162.7,Sedang,Mempertahankan berat badan,1687.5,2615.7,2615.7,Maintenance,Sangat Tinggi,28.748126744106546
1024,49,Perempuan,58.0,146.5,Sangat Rendah,Mempertahankan berat badan,1089.2,1307.0,1307.0,Maintenance,Rendah,27.024193642325475
1025,60,Laki-laki,90.5,159.0,Sangat Rendah,Menurunkan berat badan,1603.2,1923.8,1423.8,Defisit,Rendah,35.79763458723942
1026,20,Laki-laki,71.5,167.3,Tinggi,Menurunkan berat badan,1665.3,2872.6,2372.6,Defisit,Tinggi,25.545485433892747
1027,59,Perempuan,80.8,149.7,Sedang,Mempertahankan berat badan,1287.0,1994.8,1994.8,Maintenance,Sedang,36.05518764092425
1028,38,Perempuan,55.9,163.4,Rendah,Mempertahankan berat badan,1229.0,1689.9,1689.9,Maintenance,Sedang,20.93667461186626
1029,47,Perempuan,67.4,153.9,Sedang,Menurunkan berat badan,1239.7,1921.5,1421.5,Defisit,Rendah,28.456576910232165
1030,25,Laki-laki,52.4,188.2,Sedang,Menurunkan berat badan,1580.5,2449.8,1949.8,Defisit,Sedang,14.794219187085892
1031,56,Perempuan,54.6,172.1,Sedang,Menurunkan berat badan,1180.1,1829.1,1329.1,Defisit,Rendah,18.434480446452056
1032,40,Laki-laki,49.7,173.3,Rendah,Mempertahankan berat badan,1384.8,1904.1,1904.1,Maintenance,Sedang,16.548523968222835
1033,22,Laki-laki,46.8,165.7,Tinggi,Mempertahankan berat badan,1398.8,2412.9,2412.9,Maintenance,Tinggi,17.045150345146087
1034,40,Laki-laki,48.3,169.5,Sedang,Menurunkan berat badan,1347.5,2088.6,1588.6,Defisit,Sedang,16.811548803090815
1035,56,Laki-laki,40.0,147.3,Sedang,Menaikkan berat badan,1045.9,1621.1,2121.1,Surplus,Tinggi,18.435482034853198
1036,63,Perempuan,81.0,157.3,Sedang,Mempertahankan berat badan,1316.7,2040.9,2040.9,Maintenance,Tinggi,32.73614786069273
1037,27,Laki-laki,45.7,168.2,Tinggi,Menurunkan berat badan,1378.5,2378.0,1878.0,Defisit,Sedang,16.153410030808125
1038,23,Perempuan,86.6,163.9,Sedang,Menurunkan berat badan,1614.2,2502.0,2002.0,Defisit,Tinggi,32.23739828561069
1039,24,Perempuan,63.0,154.4,Sedang,Mempertahankan berat badan,1313.4,2035.8,2035.8,Maintenance,Tinggi,26.426883943193104
1040,26,Laki-laki,87.5,169.2,Tinggi,Menaikkan berat badan,1807.4,3117.8,3617.8,Surplus,Sangat Tinggi,30.563799048784716
1041,52,Perempuan,56.1,159.4,Tinggi,Menurunkan berat badan,1136.6,1960.7,1460.7,Defisit,Rendah,22.07934711252517
1042,36,Laki-laki,43.4,164.9,Sangat Tinggi,Menaikkan berat badan,1289.7,2450.5,2950.5,Surplus,Sangat Tinggi,15.960570770605042
1043,47,Perempuan,68.3,167.7,Sedang,Menaikkan berat badan,1335.5,2070.0,2570.0,Surplus,Sangat Tinggi,24.28592102844298
1044,30,Laki-laki,52.4,163.7,Sangat Tinggi,Menurunkan berat badan,1402.0,2663.7,2163.7,Defisit,Tinggi,19.55392423749958
1045,53,Laki-laki,54.4,175.3,Rendah,Menurunkan berat badan,1380.2,1897.8,1397.8,Defisit,Rendah,17.70251893177013
1046,48,Perempuan,57.6,164.5,Rendah,Mempertahankan berat badan,1202.9,1653.9,1653.9,Maintenance,Sedang,21.285834388078456
1047,19,Perempuan,56.5,161.9,Rendah,Mempertahankan berat badan,1320.6,1815.8,1815.8,Maintenance,Sedang,21.55533368610322
1048,42,Perempuan,61.5,156.7,Rendah,Menurunkan berat badan,1223.6,1682.5,1200.0,Defisit,Rendah,25.045927715416358
1049,40,Laki-laki,64.0,179.9,Tinggi,Mempertahankan berat badan,1569.9,2708.1,2708.1,Maintenance,Sangat Tinggi,19.775052597005125
1050,61,Perempuan,62.9,155.9,Sedang,Menurunkan berat badan,1137.2,1762.7,1262.7,Defisit,Rendah,25.879650982665567
1051,20,Perempuan,53.4,164.3,Sedang,Menaikkan berat badan,1299.7,2014.5,2514.5,Surplus,Sangat Tinggi,19.78181473330298
1052,22,Laki-laki,40.3,178.7,Sangat Tinggi,Menurunkan berat badan,1415.1,2688.8,2188.8,Defisit,Tinggi,12.61990080069043
1053,63,Laki-laki,70.4,172.9,Sedang,Menurunkan berat badan,1474.4,2285.3,1785.3,Defisit,Sedang,23.549553244235295
1054,57,Laki-laki,44.8,178.4,Sangat Tinggi,Menaikkan berat badan,1283.2,2438.0,2938.0,Surplus,Sangat Tinggi,14.07629351082869
1055,37,Laki-laki,78.0,178.1,Rendah,Mempertahankan berat badan,1713.6,2356.1,2356.1,Maintenance,Tinggi,24.59046627622471
1056,43,Perempuan,71.8,156.2,Sedang,Menaikkan berat badan,1318.1,2043.1,2543.1,Surplus,Sangat Tinggi,29.428110977587096
1057,36,Perempuan,51.0,161.4,Sedang,Mempertahankan berat badan,1177.2,1824.7,1824.7,Maintenance,Sedang,19.577765186587616
